Symbol,Description,Price,Price - Currency,Exchange,Price Change % 1 day,Market capitalization,Market capitalization - Currency,Price to earnings ratio,"Dividend yield %, Trailing 12 months",Performance % 5 years,Performance % 1 year,Performance % 6 months,Performance % 3 months,Performance % 1 month,Simple Moving Average (21) 1 day,Simple Moving Average (200) 1 day,Simple Moving Average (50) 1 day,Beta 5 years,Beta 1 year,Average True Range (14) 1 day,"Return on equity %, Trailing 12 months","Return on capital employed %, Trailing 12 months"
RGC,Regencell Bioscience Holdings Limited,28.65,USD,NASDAQ,39.48393378773126,14167107375.555014,USD,,0,8972.496371001453,22581.240927503626,46.772540983606554,59.43238731218698,90.87275149900066,19.75238095238094,13.861731830500002,16.214599999999997,2.008682,-2.1800861,2.8709521561119464,-54.8087835337339,-56.536169570836414
SWRD,"Stewards, Inc",6.3,USD,OTC,16.666666666666654,1269511546.333333,USD,,0,2035.5932203389832,2131.383883032982,517.34443900049,58.291457286432156,3.9603960396039644,6.102380952380953,2.304373575,5.444526,2.4270918,-0.9267687,0.5406723808443641,-2077.92416641328,
ABVX,Abivax SA,103.8,EUR,EURONEXT,-9.739130434782611,10503443328.171701,USD,,0,214.06960103085024,1327.7854195323248,1453.8922155688624,38.77005347593583,9.725158562367868,107.30000000000001,50.161449999999995,99.742,1.5430453,0.76835227,7.883374977436546,,
HMMC,Hemlo Mining Corp,5.15,CAD,TSXV,3.000000000000007,1078344709.884,USD,,0,-42.77777777777777,1171.6049382716049,758.3333333333335,329.1666666666667,38.06970509383379,4.608809523809525,3.1447,2.4206499999999997,0.21218501,-0.4811469,0.33655489825849116,-46.5968993047611,-146.37375516787802
HYMC,Hycroft Mining Holding Corporation,27.97,USD,NASDAQ,14.631147540983608,2322219925.59877,USD,,0,-64.77329974811084,1132.15859030837,782.334384858044,337.03125,129.2622950819672,18.113809523809522,6.371999999999999,12.8424,2.64896,0.5930234,2.3943990286981744,-374.604739025091,-20.533679185407987
DSV,Discovery Silver Corp,8.635,CAD,TSX,2.553444180522564,4944952678.1112,USD,227.23684210526315,0,283.77777777777777,966.0493827160492,200.87108013937282,67.02127659574468,6.60493827160494,8.447380952380952,4.393374999999999,7.0949,2.4352584,1.7095,0.5085516478864314,10.8553771811641,12.693452831753522
AII,Almonty Industries Inc.,12.8,CAD,TSX,6.400665004156288,2219939199.7278,USD,,0,1192.9292929292928,728.4789644012945,66.23376623376625,30.612244897959183,27.36318407960199,11.05380952380952,6.759625000000004,10.018799999999997,1.4438608,1.8723106,0.75386857626672,-57.7516936426604,-7.341817954027398
CDTX,"Cidara Therapeutics, Inc.",221.16,USD,NASDAQ,0.05881554540107472,6953131276.221689,USD,,0,436.79611650485424,710.1098901098901,332.2908522283034,126.69126691266912,0.43140638481449006,220.52047619047613,82.68780000000001,182.58480000000003,1.5251998,3.1988115,1.7172948253558007,-68.6967140443518,-59.13724591024827
SNDK,Sandisk Corporation,272.7,USD,NASDAQ,-0.9228309838686312,39965049916.93467,USD,,0,677.8094694808899,677.8094694808899,491.28360797918475,117.81150159744409,28.389830508474567,233.25285714285715,99.46130000000007,224.74679999999998,4.8916736,2.3011756,20.280928825336236,,
APM,Andean Precious Metals Corp,9.71,CAD,TSX,0.10309278350517076,1048931492.3868,USD,13.565241687622242,0,385.50000000000006,676.8000000000001,210.223642172524,14.235294117647069,9.223847019122612,9.685714285714287,5.0089749999999995,8.150999999999998,3.894457,3.6613898,0.6351311754622712,42.1749172672637,32.32620190485884
CELC,Celcuity Inc.,101.41,USD,NASDAQ,0.8552958727001486,4692368549.215814,USD,,0,788.7817703768624,665.9365558912386,646.2104488594555,111.182840483132,-4.438371654730501,101.88428571428565,43.91707500000001,92.43259999999997,0.26232904,-0.13320155,4.012447332523998,-122.039260209564,-46.618438700699286
PVLA,"Palvella Therapeutics, Inc.",85.3,USD,NASDAQ,-14.938173115277229,1009652638.5101713,USD,,0,-99.50636574074075,617.4095878889823,241.2,24.362151917189085,-11.145833333333336,98.59809523809525,50.88467499999989,90.02120000000002,-0.14854832,0.11731287,8.34506357145467,,
TERN,"Terns Pharmaceuticals, Inc.",38.655,USD,NASDAQ,-3.6275243081525765,4110177730.900523,USD,,0,128.05309734513276,578.1578947368421,740.3260869565217,360.17857142857144,39.397764154345474,40.56880952380953,10.926250000000003,28.513699999999993,-0.280635,0.8373903,2.3393653753452432,-29.1225159436022,-33.21925936133887
NEGG,"Newegg Commerce, Inc.",55.05,USD,NASDAQ,5.278255880665515,1067771863.164085,USD,,0,-35.6892523364486,526.993166287016,190.04214963119068,3.6918440384253035,-30.553803456540937,59.25738095238095,39.41883499999997,68.3929,4.09365,2.1667042,5.035288130747296,,
TMC,TMC the metals company Inc.,7.285,USD,NASDAQ,7.448377581120942,3012289567.0582595,USD,,0,-31.724461105904407,507.08333333333337,11.391437308868504,-9.221183800623056,-5.878552971576228,7.091190476190475,5.495725000000005,6.528200000000001,1.846809,0.37870663,0.6215078661438584,,-168.15126493191724
