ticker,date,open,close,name,market_cap_est
MMM,2025-01-01,130.2899932861328,152.1999969482422,3M Company,69396321722.12863
MMM,2025-02-01,149.17999267578125,155.1199951171875,3M Company,79457696674.35515
MMM,2025-03-01,155.5,146.86000061035156,3M Company,82823920361.19275
MMM,2025-04-01,145.6999969482422,138.91000366210938,3M Company,77604147548.98546
MMM,2025-05-01,138.27999877929688,148.35000610351562,3M Company,73652036054.29141
MMM,2025-06-01,147.8699951171875,152.24000549316406,3M Company,78759953050.77748
MMM,2025-07-01,152.0,149.22000122070312,3M Company,80959716365.92474
MMM,2025-08-01,146.5,155.52999877929688,3M Company,78030252944.78932
MMM,2025-09-01,153.9499969482422,155.17999267578125,3M Company,81998342680.68861
MMM,2025-10-01,154.4499969482422,166.5,3M Company,82264657537.15547
MMM,2025-11-01,166.00999450683594,172.0500030517578,3M Company,88421855718.30371
MMM,2025-12-01,170.67999267578125,160.10000610351562,3M Company,90909235502.43002
MMM,2026-01-01,160.10000610351562,161.82000732421875,3M Company,85274020291.60162
AOS,2025-01-01,68.51000213623047,67.30000305175781,A. O. Smith Corporation,9600277378.420843
AOS,2025-02-01,66.70999908447266,66.4800033569336,A. O. Smith Corporation,9348043718.516453
AOS,2025-03-01,67.02999877929688,65.36000061035156,A. O. Smith Corporation,9392885139.265701
AOS,2025-04-01,65.33999633789062,67.86000061035156,A. O. Smith Corporation,9156065817.972345
AOS,2025-05-01,68.2300033569336,64.30999755859375,A. O. Smith Corporation,9561041268.903229
AOS,2025-06-01,63.709999084472656,65.56999969482422,A. O. Smith Corporation,8927654998.078337
AOS,2025-07-01,65.30000305175781,70.79000091552734,A. O. Smith Corporation,9150461575.844515
AOS,2025-08-01,70.5,71.29000091552734,A. O. Smith Corporation,9879134930.29573
AOS,2025-09-01,70.66999816894531,73.41000366210938,A. O. Smith Corporation,9902956701.20231
AOS,2025-10-01,73.27999877929688,65.98999786376953,A. O. Smith Corporation,10268694973.511776
AOS,2025-11-01,65.66999816894531,65.9800033569336,A. O. Smith Corporation,9202308833.80545
AOS,2025-12-01,65.37000274658203,66.87999725341797,A. O. Smith Corporation,9160270603.223919
