Symbol,Description,Price,Price - Currency,Exchange,Price Change % 1 day,Market capitalization,Market capitalization - Currency,Price to earnings ratio,"Dividend yield %, Trailing 12 months",Performance % 5 years,Performance % 1 year,Performance % 6 months,Performance % 3 months,Performance % 1 month,Simple Moving Average (21) 1 day,Simple Moving Average (200) 1 day,Simple Moving Average (50) 1 day,Beta 5 years,Beta 1 year,Average True Range (14) 1 day,"Return on equity %, Trailing 12 months","Return on capital employed %, Trailing 12 months"
RGC,Regencell Bioscience Holdings Limited,15.9688,USD,NASDAQ,-0.3196004993757784,7896394438.025969,USD,,0,4956.784643952808,12949.766823104024,2004.8011115977574,6.246174318030609,6.458666666666667,17.048990476190465,10.006449622300002,15.204475999999998,2.0377676,-2.440318,1.3461685881543985,,
TEHOL,Tera Yatirim Teknoloji Holding A.S.,40.14,TRY,BIST,0.3500000000000014,1876089567.8755,USD,53.16556291390729,0,25823.37492116911,4218.335980546445,434.3174336984446,403.34744231847094,102.94182959424741,27.54821308,10.77912239445,20.763502844,-0.15533188,-0.22358651,2.0495046138013056,52.7253617022572,
TERA,Tera Yatirim Menkul Degerler AS,943.5,TRY,BIST,4.02425578831312,3357033750,USD,8.084971464806594,0,25631.84314170603,3805.2152317880796,936.8131868131868,137.0603015075377,48.58267716535433,798.9523809523811,305.45669999999996,710.11,-0.2544239,1.1569101,39.12790338483512,182.964308614591,
RGTI,"Rigetti Computing, Inc.",40.68,USD,NASDAQ,2.740244980426824,13187039161.679,USD,,0,310.9090909090909,3029.2307692307695,340.7367280606717,155.20702634880803,24.479804161566708,41.770238095238085,15.754475000000003,28.5973,1.610216,2.331186,5.080691840991045,-48.8077806286746,-20.27340822006845
HEDEF,Hedef Holding AS,87.3,TRY,BIST,-10.000000000000004,4443784798.404,USD,,0,25277.908452203978,2771.7105263157896,854.0983606557376,783.6032388663967,98.58962693357597,69.78047619047618,16.5719,42.81400000000001,0.563994,0.6437073,6.551816158563258,-26.2823913166919,
MVST,"Microvast Holdings, Inc.",5.775,USD,NASDAQ,4.430379746835444,1878920148.892405,USD,,0,-43.21533923303834,2687.162162162162,166.12903225806454,71.87500000000001,39.830508474576284,4.995476190476189,2.8474500000000007,3.843300000000002,3.2271264,-2.3762686,0.48672180062159087,-33.6471388873136,8.162413791813075
DGNX,Diginex Limited,14.55,USD,NASDAQ,1.6061452513966508,2938373955,USD,,0,2632.3943661971834,2632.3943661971834,16.260487415101878,110.83137112841878,-8.548082966687614,18.790952380952383,,13.352850000000005,-5.5373287,-0.7911904,3.410100076333823,,
QBTS,D-Wave Quantum Inc.,34.09,USD,NYSE,9.755312298776577,11659405813.815199,USD,,0,232.58536585365857,2627.2000000000003,363.80952380952385,73.04568527918784,19.866385372714493,33.50857142857143,14.43414999999999,24.738199999999996,1.4827435,2.0542479,4.315927392563615,-83.6992002854,-18.65777670250641
BMNR,"BitMine Immersion Technologies, Inc.",50.7607,USD,AMEX,3.1931286846920157,14453718550.164503,USD,,0,86.6202205882353,1720.685078909613,559.22987012987,23.1159349987873,-8.208499095840864,53.96574761904764,25.593815600000013,51.81361400000001,1.5384283,15.0834465,4.35369833073337,-95.2665123950173,-71.84551974895065
UAMY,United States Antimony Corporation,11.76668,USD,AMEX,0.31270247229325415,1634137659.611935,USD,,0,3495.0748548732054,1707.4777265745006,217.1611859838275,233.33371104815865,49.51308767471409,10.722222857142857,3.7322334,7.4257336,-0.10071457,1.6814245,1.8102896939193396,-3.26770523287781,-5.172379453230523
