Symbol,Description,Price,Price - Currency,Exchange,Price Change % 1 day,Market capitalization,Market capitalization - Currency,Price to earnings ratio,"Dividend yield %, Trailing 12 months",Performance % 5 years,Performance % 1 year,Performance % 6 months,Performance % 3 months,Performance % 1 month,Simple Moving Average (21) 1 day,Simple Moving Average (200) 1 day,Simple Moving Average (50) 1 day,Beta 5 years,Beta 1 year,Average True Range (14) 1 day,"Return on equity %, Trailing 12 months","Return on capital employed %, Trailing 12 months"
RGC,Regencell Bioscience Holdings Limited,17.41,USD,NASDAQ,-3.008356545960998,8609051527,USD,,0,5413.164461400883,13711.68571743179,2231.969445976432,11.602564102564106,19.246575342465757,16.802380952380936,9.606036255200001,14.930899999999998,2.0377676,-2.519496,1.41850436328062,,
RGTI,"Rigetti Computing, Inc.",46.38,USD,NASDAQ,-3.3145716072545266,15034780520,USD,,0,368.4848484848485,4834.042553191491,459.469240048251,177.55834829443447,131.09118086696563,39.50571428571428,15.217150000000004,26.2612,1.610216,2.376795,5.062250644879297,-48.8077806286746,-20.27340822006845
TEHOL,Tera Yatirim Teknoloji Holding A.S.,62.85,TRY,BIST,0.3993610223642172,1471394060.19438,USD,42.28621408867658,0,20750.585105237733,3877.8481012658226,183.10810810810813,294.2910915934755,83.02271403610949,45.76857142857142,19.491250000000004,35.866600000000005,-0.155332,-0.20803286,3.1294388604523067,52.7253617022572,
TERA,Tera Yatirim Menkul Degerler AS,865,TRY,BIST,-1.7045454545454544,3251556000,USD,7.412294983632967,0,23490.931974113108,3489.2116182572613,1093.103448275862,105.95238095238095,29.104477611940297,735.8809523809525,283.6658,671.9499999999998,-0.2544239,1.1640611,36.27114033942348,182.964308614591,
QBTS,D-Wave Quantum Inc.,38.33,USD,NYSE,-5.264458724666343,13109564501.999998,USD,,0,273.9512195121951,3482.242990654205,488.78648233486945,103.34217506631298,101.94942044257111,32.32285714285714,13.873549999999991,23.349799999999995,1.4827435,2.0721972,3.9696991162724156,-83.6992002854,-18.65777670250641
DGNX,Diginex Limited,14.8,USD,NASDAQ,-11.217756448710263,2988861479.9999995,USD,,0,2679.342723004695,2679.342723004695,-11.839166046165303,72.84671532846717,40.952380952380956,18.954285714285714,,12.545575000000007,-5.5373287,-0.7911904,4.030510948103418,,
MVST,"Microvast Holdings, Inc.",5.83,USD,NASDAQ,-8.906250000000004,1896814530,USD,,0,-42.84313725490196,2462.6373626373625,253.33333333333334,84.49367088607595,80.7751937984496,4.568571428571427,2.761325000000001,3.5604000000000027,3.2271264,-2.4022083,0.5219227152074145,-33.6471388873136,8.162413791813075
HEDEF,Hedef Holding AS,73.05,TRY,BIST,4.357142857142853,3340886092.46142,USD,,0,21135.466350899205,2367.9054054054054,760.4240282685512,546.4601769911504,154.3523676880223,58.7452380952381,14.430349999999999,35.2822,0.563994,0.6557416,5.790913978079645,-26.2823913166919,
QUBT,Quantum Computing Inc.,18.33,USD,NASDAQ,-2.1878335112059775,3425371188,USD,,0,358.24999999999994,2283.6150845253574,186.40624999999994,-7.494322482967463,9.56365809922294,20.700714285714287,12.980224999999994,17.8524,3.856797,1.5409641,2.378820982192685,-32.6312732738888,-13.251503511896825
WFHG,World Financial Holding Group,125,USD,OTC,-11.347517730496454,7938552856.000001,USD,,0,1150,1675.5681818181818,1586.9095816464237,1586.8868166421505,1584.6361185983828,28.278914285714283,10.186734499999996,19.777548000000003,-352.4777,-44.177998,27.487246109652254,,
