Symbole,Description,Prix,Prix - Devise,Marché,Changement de prix % 1 jour,Capitalisation boursière,Capitalisation boursière - Devise,Ratio cours/bénéfice,"Rendement du dividende %, 12 mois écoulés",Performance % 5 années,Performance % 1 année,Performance % 6 mois,Performance % 3 mois,Performance % 1 mois,Moyenne mobile simple (21) 1 jour,Moyenne mobile simple (200) 1 jour,Moyenne mobile simple (50) 1 jour,Beta 5 années,Beta 1 année,Moyenne de la vraie amplitude (14) 1 jour,"Rendement des fonds propres %, 12 mois écoulés","Rendement des capitaux employés %, 12 mois écoulés",perf_sum,perf_norm,MRAT,Diff,score
HR.UN,H&R Real Estate Investment Trust,12.19,CAD,TSX,0.74,2326250108.86,USD,,4.96,19.04,16.1,22.27,17.21,3.83,11.81,10.29,11.65,1.55,0.62,0.2,-1.99,,55.57,1.06,1.15,1.18,2.2
ATT,Attendo AB,65.8,SEK,OMXSTO,0.0,1042332736.06,USD,18.02,1.77,41.51,36.23,5.62,7.52,-4.22,68.01,59.59,66.12,0.98,0.52,1.55,10.9,7.32,49.37,1.05,1.14,1.1,2.19
CENER,Cenergy Holdings SA,10.78,EUR,EURONEXT,-0.55,2667447513.79,USD,15.07,0.9,1000.0,6.73,21.12,9.22,2.08,10.94,9.53,10.55,0.65,1.21,0.36,24.98,27.0,37.08,1.04,1.15,1.13,2.19
NUVB,Nuvation Bio Inc.,2.92,USD,NYSE,-1.02,1002356325.0,USD,,0.0,-70.48,-4.89,49.74,30.36,14.51,2.6,2.34,2.36,2.41,2.71,0.18,-64.4,-39.95,75.21,1.08,1.11,1.25,2.19
MANTA,Mandatum Oyj,5.86,EUR,OMXHEX,-0.41,3452609773.67,USD,19.88,11.1,58.32,36.23,7.88,14.59,-0.44,6.0,5.29,5.83,0.37,0.59,0.11,10.29,,58.71,1.06,1.13,1.11,2.19
CE,Credito Emiliano S.p.A.,13.44,EUR,MIL,-0.74,5371305134.81,USD,6.85,5.53,212.56,34.67,8.56,10.16,2.28,13.63,12.01,13.04,1.15,0.88,0.22,15.88,1.43,53.4,1.05,1.14,1.12,2.19
AENA,Aena SME SA,24.75,EUR,BME,-1.2,43874823164.2,USD,18.39,3.14,98.0,37.58,15.98,4.7,4.43,24.97,22.1,23.91,0.93,0.68,0.33,26.61,19.33,58.25,1.06,1.13,1.12,2.19
JPM,JP Morgan Chase & Co.,301.07,USD,NYSE,0.6,827868355191.0,USD,15.45,1.77,194.82,37.32,15.47,14.28,0.36,292.94,260.6,290.66,1.11,1.25,4.81,16.13,2.75,67.07,1.07,1.12,1.16,2.19
WELL,Welltower Inc.,167.4,USD,NYSE,-0.21,111813796021.0,USD,138.28,1.6,183.87,39.05,9.48,9.27,3.03,166.02,146.81,160.37,0.92,0.34,2.78,3.48,,57.79,1.06,1.13,1.14,2.19
NIC,Nicolet Bankshares Inc.,138.6,USD,NYSE,-0.66,2059164742.0,USD,15.91,0.83,128.86,43.39,16.4,12.29,2.82,130.91,117.47,130.14,0.77,0.86,3.04,11.89,4.3,72.08,1.07,1.11,1.18,2.19
VLK,Van Lanschot Kempen NV cert. of shs,52.3,EUR,EURONEXT,-2.24,2647295007.63,USD,16.88,4.81,207.65,25.27,20.65,-4.39,-8.57,57.61,50.23,56.42,0.9,1.28,1.29,10.9,,41.53,1.04,1.15,1.04,2.19
AN,"AutoNation, Inc.",222.34,USD,NYSE,0.12,8383555580.0,USD,13.93,0.0,288.23,24.71,22.92,22.62,13.38,205.95,183.62,204.21,0.89,0.98,4.71,27.24,15.74,70.25,1.07,1.12,1.21,2.19
CORT,Corcept Therapeutics Incorporated,69.58,USD,NASDAQ,-0.21,7332291526.0,USD,61.92,0.0,452.26,101.4,15.61,-10.37,0.63,70.77,65.62,71.0,0.2,0.27,1.98,21.42,16.04,106.64,1.11,1.08,1.06,2.19
CVSG,CVS Group plc,1256.0,GBX,LSE,-1.1,1230712169.89,USD,52.07,0.62,6.17,10.56,24.11,0.64,0.96,1239.43,1070.46,1234.28,1.29,1.46,41.83,8.64,12.26,35.32,1.04,1.16,1.17,2.19
YKBNK,Yapi ve Kredi Bankasi A.S.,33.44,TRY,BIST,0.42,6725567019.09,USD,8.22,3.62,1539.22,8.36,13.74,29.01,1.77,33.35,29.24,32.45,1.21,1.45,0.75,16.98,3.9,51.11,1.05,1.14,1.14,2.19
BRSAN,BORUSAN BIRLESIK BORU FABRIKALARI SANAYI VE TICARET ANONIM SIRKETI,512.0,TRY,BIST,2.55,1692336871.43,USD,,0.0,3944.23,46.18,45.45,55.27,45.87,401.19,384.83,361.4,0.98,0.89,22.36,-0.85,2.07,146.9,1.15,1.04,1.33,2.19
OVS,OVS S.p.A.,4.13,EUR,MIL,-0.39,1229535752.47,USD,,2.72,426.73,49.6,13.73,9.97,13.73,3.83,3.42,3.72,1.2,0.96,0.08,,,73.3,1.07,1.12,1.21,2.19
PBH,Premium Brands Holdings Corp,93.74,CAD,TSX,-1.38,3059188574.44,USD,44.95,3.58,-3.78,7.92,17.82,15.54,5.62,92.93,81.17,87.85,0.65,0.67,1.45,5.36,8.99,41.29,1.04,1.14,1.15,2.19
AND,"Andlauer Healthcare Group, Inc.",53.3,CAD,TSX,-0.04,1516618025.46,USD,31.48,0.86,17.76,35.49,25.18,-0.65,0.61,53.29,47.23,52.99,0.73,0.41,0.26,16.0,16.4,60.01,1.06,1.13,1.13,2.19
EOAN,E.ON SE,15.42,EUR,XETR,-0.55,47267701089.73,USD,12.79,3.51,53.46,20.19,25.17,-1.06,-2.34,15.84,13.77,15.84,0.7,0.06,0.26,18.9,7.29,44.31,1.04,1.15,1.12,2.19
MO,"Altria Group, Inc.",66.42,USD,NYSE,0.02,111578356560.0,USD,12.84,6.14,51.37,24.97,19.57,11.59,13.5,65.21,57.56,61.67,0.62,0.01,0.95,,46.17,56.13,1.06,1.13,1.15,2.19
MOMO,Hello Group Inc. Sponsored ADR,8.13,USD,NASDAQ,-0.12,1306242793.0,USD,7.64,0.0,-61.29,25.08,7.54,33.5,-4.58,8.11,7.23,8.41,0.52,0.49,0.2,12.39,10.32,66.11,1.07,1.12,1.13,2.19
CR,Crane Company,191.97,USD,NYSE,-0.93,11047267073.0,USD,36.22,0.45,155.96,25.31,20.19,10.81,-1.06,193.55,170.45,190.56,1.27,1.26,4.15,18.23,19.4,56.31,1.06,1.14,1.13,2.19
AIR,AAR Corp.,75.81,USD,NYSE,-0.01,2726442373.0,USD,226.77,0.0,269.62,17.5,17.46,21.65,-1.51,74.74,66.15,74.09,1.53,1.12,2.2,1.02,8.21,56.61,1.06,1.13,1.15,2.19
IIP.UN,InterRent Real Estate Investment Trust,13.33,CAD,TSX,0.23,1353442031.57,USD,,2.94,1.45,2.78,37.28,-3.05,0.0,13.27,11.46,13.36,1.2,0.85,0.07,-7.49,,37.0,1.04,1.16,1.16,2.19
HOME,Neinor Homes SA,17.18,EUR,BME,-0.58,1807503782.83,USD,23.09,12.45,52.85,30.55,11.56,20.82,1.06,17.66,15.66,17.22,-0.12,0.13,0.33,5.74,,62.92,1.06,1.13,1.1,2.19
VMI,"Valmont Industries, Inc.",374.17,USD,NYSE,-0.04,7385552892.0,USD,34.83,0.68,192.02,31.07,9.35,18.49,3.16,370.92,327.86,352.41,1.13,1.13,8.07,14.51,19.03,58.91,1.06,1.13,1.14,2.19
MAERSK_A,A.P. Moller - Maersk A/S Class A,13170.0,DKK,OMXCOP,-0.75,32744230148.76,USD,4.36,8.35,57.88,32.36,3.7,10.21,0.46,13548.1,11821.0,12912.4,0.53,0.51,357.34,13.19,10.09,46.27,1.05,1.15,1.11,2.19
ACM,AECOM,125.74,USD,NYSE,0.08,16653771161.0,USD,25.57,0.8,221.67,23.71,28.77,15.58,9.73,119.94,107.22,116.12,1.0,0.81,2.11,28.17,17.28,68.06,1.07,1.12,1.17,2.19
ITT,ITT Inc.,172.63,USD,NYSE,-0.48,13465140381.0,USD,27.14,0.77,170.5,26.06,22.35,14.88,5.55,167.91,148.49,162.03,1.39,1.42,3.26,20.17,18.78,63.29,1.06,1.13,1.16,2.19
HHFA,Hamburger Hafen und Logistik AG,21.1,EUR,XETR,0.48,1778128650.78,USD,58.87,0.48,33.54,26.05,18.41,17.88,3.94,20.75,18.39,19.84,0.59,0.04,0.37,5.02,5.56,62.33,1.06,1.13,1.15,2.19
MEL,"Melia Hotels International, S.A.",7.98,EUR,BME,-0.75,2066614870.9,USD,10.2,1.45,119.71,24.11,10.14,17.35,3.3,8.03,7.08,7.68,1.89,0.81,0.13,23.93,7.86,51.6,1.05,1.13,1.13,2.19
CM,Canadian Imperial Bank of Commerce,105.91,CAD,TSX,2.02,71909682674.11,USD,12.8,3.67,102.52,43.22,23.63,13.72,4.1,101.02,91.15,99.51,1.25,0.57,1.29,13.53,2.06,80.57,1.08,1.11,1.16,2.19
DWL,Dowlais Group PLC,78.61,GBX,LSE,-0.5,1399154814.53,USD,,5.31,-46.16,21.12,10.48,18.41,11.42,75.24,66.1,72.0,1.06,1.88,2.52,-3.81,1.26,50.01,1.05,1.14,1.19,2.19
TMPL,Temple Bar Investment Trust PLC GBP,340.5,GBX,LSE,-0.44,1314795344.54,USD,5.92,3.29,130.38,25.11,14.84,9.49,0.69,339.5,298.41,331.6,1.53,1.24,4.75,19.28,,49.44,1.05,1.14,1.14,2.19
AGS,ageas SA/NV,59.95,EUR,EURONEXT,-1.15,13800224143.43,USD,9.58,4.0,64.16,29.76,12.9,4.17,1.35,61.35,53.78,59.03,0.78,0.67,0.81,14.77,11.58,46.83,1.05,1.14,1.11,2.19
SRE,Sirius Real Estate Limited,100.9,GBX,LSE,-0.2,2056523024.51,USD,10.01,4.11,35.98,0.3,25.73,6.21,2.13,102.6,88.36,99.29,1.6,0.99,2.46,11.42,,32.24,1.03,1.16,1.14,2.19
PHM,"PulteGroup, Inc.",131.47,USD,NYSE,0.34,25938712676.0,USD,9.83,0.66,189.14,0.4,27.76,33.76,12.49,125.34,110.93,116.59,1.23,0.63,3.51,23.05,25.09,61.92,1.06,1.13,1.19,2.19
TA,TransAlta Corporation,17.34,CAD,TSX,4.21,3735443792.47,USD,,1.47,102.1,43.42,17.64,31.07,3.21,16.9,15.44,16.15,0.55,1.13,0.46,-6.82,0.42,92.13,1.09,1.09,1.12,2.19
PRDO,Perdoceo Education Corporation,32.85,USD,NASDAQ,0.0,2133718328.0,USD,14.26,1.58,128.92,46.19,30.1,0.4,14.98,31.53,28.41,30.9,0.86,0.66,0.86,16.39,18.08,76.69,1.08,1.11,1.16,2.19
MS,Morgan Stanley,150.18,USD,NYSE,0.54,239737682737.0,USD,17.02,2.53,183.95,47.39,15.61,17.69,4.66,144.86,130.17,142.45,1.32,1.52,2.51,14.13,1.96,80.69,1.08,1.11,1.15,2.19
CBRL,"Cracker Barrel Old Country Store, Inc.",60.06,USD,NASDAQ,-3.64,1337353084.0,USD,23.31,1.6,-56.68,47.24,33.5,2.72,-5.85,58.7,53.06,62.1,1.47,0.93,3.17,12.9,4.5,83.46,1.08,1.11,1.13,2.19
ARQT,"Arcutis Biotherapeutics, Inc.",15.49,USD,NASDAQ,-1.02,1857329585.0,USD,,0.0,-37.25,47.1,21.59,14.32,3.13,15.39,13.94,14.88,1.85,0.77,0.75,-57.33,-26.74,83.01,1.08,1.1,1.11,2.19
TDS,"Telephone and Data Systems, Inc.",40.27,USD,NYSE,0.47,4349160049.0,USD,,0.4,69.42,75.24,12.61,18.44,4.27,38.73,35.77,37.79,1.23,0.33,1.24,-0.81,0.86,106.29,1.11,1.08,1.13,2.19
PSTG,"Pure Storage, Inc.",80.54,USD,NYSE,32.34,26323025059.0,USD,197.79,0.0,432.67,33.1,54.23,51.85,34.23,58.91,56.11,57.37,1.07,2.07,3.18,10.04,3.04,139.18,1.14,1.05,1.44,2.19
DOCS,"Doximity, Inc.",68.39,USD,NYSE,0.59,12817462201.0,USD,58.71,0.0,66.12,87.06,-0.6,32.9,11.68,63.22,58.94,61.52,1.36,1.57,2.22,24.25,24.13,119.37,1.12,1.07,1.16,2.19
RBC,RBC Bearings Incorporated,398.71,USD,NYSE,-0.21,12584322890.0,USD,50.15,0.0,198.82,36.05,11.18,9.36,2.55,399.6,351.11,390.75,1.72,0.93,8.36,8.56,8.62,56.59,1.06,1.14,1.14,2.19
HLMA,Halma plc,3294.0,GBX,LSE,-0.18,16836581643.83,USD,42.14,0.7,46.6,28.92,19.83,13.59,2.17,3263.33,2898.28,3231.36,0.65,0.99,46.23,16.3,15.09,62.34,1.06,1.13,1.14,2.19
IWG,International Workplace Group PLC,203.6,GBX,LSE,0.2,2768097064.88,USD,133.93,0.49,-29.06,15.09,3.35,6.43,-8.04,216.89,186.88,215.72,2.29,1.67,7.49,,2.73,24.87,1.02,1.16,1.09,2.19
BELA,Jumbo S.A.,30.54,EUR,ATHEX,0.0,4791521572.97,USD,12.98,1.63,109.18,35.25,15.68,4.52,1.8,31.22,27.41,30.3,0.73,1.16,0.8,23.4,24.39,55.45,1.06,1.14,1.11,2.19
AL,Air Lease Corporation,60.66,USD,NYSE,0.25,6779666697.0,USD,7.37,1.44,86.53,34.5,28.38,5.09,4.97,57.45,51.23,57.71,1.42,1.08,1.21,12.59,4.45,67.98,1.07,1.12,1.18,2.19
ATI,ATI Inc.,78.47,USD,NYSE,2.23,10815686845.0,USD,27.13,0.0,802.99,20.04,38.3,-1.26,-18.18,74.36,65.9,82.81,1.2,1.99,2.38,26.95,15.91,57.08,1.06,1.13,1.19,2.19
VU,VusionGroup,214.6,EUR,EURONEXT,-0.09,4192080516.91,USD,,0.28,64.82,56.64,8.38,-2.9,-7.34,221.1,196.4,238.17,0.55,0.27,5.83,-10.5,4.97,62.13,1.06,1.13,1.09,2.19
PZU,Powszechny Zaklad Ubezpieczen Spolka Akcyjna,61.06,PLN,GPW,-0.91,14552711005.25,USD,,6.93,117.84,26.44,14.34,0.07,-2.15,63.93,55.44,62.54,1.14,0.9,1.54,,,40.85,1.04,1.15,1.1,2.19
SVI,StorageVault Canada Inc.,4.69,CAD,TSX,-0.21,1244186326.7,USD,,0.25,56.33,-2.49,18.43,13.83,0.21,4.7,4.03,4.4,0.88,0.49,0.09,-23.35,4.63,29.77,1.03,1.17,1.16,2.19
G24,Scout24 SE,110.3,EUR,XETR,-1.08,9492095976.79,USD,45.2,1.17,40.51,62.21,17.97,-7.31,-7.47,115.14,102.77,117.05,0.65,0.46,2.37,13.04,16.0,72.86,1.07,1.12,1.07,2.19
AGCO,AGCO Corporation,113.14,USD,NYSE,-0.63,8442532098.0,USD,85.05,1.02,55.99,26.36,16.47,13.47,2.96,113.21,99.43,109.74,1.21,1.16,3.3,2.42,7.35,56.3,1.06,1.14,1.14,2.19
TBCG,TBC Bank Group Plc,4405.0,GBX,LSE,-0.79,3368253679.41,USD,6.66,4.94,381.42,45.38,3.04,-1.67,-9.18,4673.81,4075.38,4715.1,1.33,1.28,147.28,25.39,4.25,46.75,1.05,1.15,1.08,2.19
BFC,Bank First Corporation,130.17,USD,NASDAQ,0.01,1280094570.0,USD,18.83,1.34,104.7,38.54,25.36,12.35,2.57,122.25,109.52,121.86,0.4,0.95,3.5,11.22,2.55,76.25,1.08,1.12,1.19,2.19
BROS,Dutch Bros Inc.,74.24,USD,NYSE,1.41,12213836858.0,USD,157.66,0.0,128.43,134.42,-1.08,5.88,24.02,65.06,62.81,64.9,2.64,2.29,2.93,9.99,5.54,139.21,1.14,1.04,1.18,2.18
AVOL,Avolta AG,46.0,CHF,SIX,-0.39,8309300238.96,USD,57.13,2.18,74.94,40.07,14.31,3.93,9.21,45.12,40.2,44.1,1.18,1.15,0.71,5.71,7.11,58.32,1.06,1.12,1.14,2.18
YOU,ABOUT YOU Holding SE,6.7,EUR,XETR,0.0,1249480918.4,USD,,0.0,-73.83,121.49,0.0,-1.33,-0.3,6.71,6.35,6.72,1.59,0.22,0.04,-47.97,-13.2,120.16,1.12,1.06,1.05,2.18
NCLH,Norwegian Cruise Line Holdings Ltd.,25.39,USD,NYSE,2.05,11474682776.0,USD,18.28,0.0,43.69,41.37,7.86,45.09,9.44,24.57,22.57,23.01,2.25,1.67,0.8,63.57,10.74,94.31,1.09,1.09,1.13,2.18
BLK,"BlackRock, Inc.",1130.48,USD,NYSE,-0.1,184478309139.0,USD,27.32,1.82,87.63,27.53,19.86,16.17,0.63,1129.98,1007.93,1096.63,1.43,1.16,18.47,14.35,,63.56,1.06,1.12,1.12,2.18
TGNA,TEGNA Inc,21.16,USD,NYSE,0.28,3404164053.0,USD,7.61,2.37,64.67,49.86,17.23,25.58,24.18,19.22,17.71,17.89,0.29,0.94,0.53,15.43,11.38,92.67,1.09,1.09,1.2,2.18
DANSKE,Danske Bank A/S,260.5,DKK,OMXCOP,-1.14,33469423823.38,USD,9.33,6.39,163.24,25.78,7.11,3.17,-0.34,267.36,234.42,262.04,0.3,0.41,4.49,13.32,0.91,36.07,1.04,1.14,1.11,2.18
FFH,Fairfax Financial Holdings Limited,2377.74,CAD,TSX,0.94,41783097510.14,USD,8.64,0.92,470.9,47.69,16.84,3.09,-4.32,2387.6,2154.63,2422.93,0.85,0.59,37.63,19.07,6.37,67.62,1.07,1.11,1.1,2.18
SPR,"Spirit Aerosystems Holdings, Inc.",41.8,USD,NYSE,0.14,4908123943.0,USD,,0.0,95.88,19.77,21.69,10.88,-0.74,40.23,35.66,39.72,1.7,0.99,0.83,,-68.83,52.33,1.05,1.13,1.17,2.18
SAR,GR. SARANTIS S.A.,14.74,EUR,ATHEX,0.27,1043720658.27,USD,20.69,2.12,73.41,44.23,14.09,6.04,11.33,14.03,12.53,13.56,0.4,0.76,0.34,12.64,13.23,64.36,1.06,1.12,1.18,2.18
PHR,"Phreesia, Inc.",32.55,USD,NYSE,1.75,1936863899.0,USD,,0.0,4.66,29.53,21.0,32.91,19.23,28.49,25.92,27.88,0.71,1.11,1.2,-15.97,-15.16,83.44,1.08,1.1,1.26,2.18
UTG,Reaves Utility Income Fund,38.29,USD,AMEX,0.68,3347510887.0,USD,,6.49,19.81,27.55,17.96,10.76,1.62,38.34,34.08,37.2,0.8,0.75,0.39,,,56.27,1.06,1.13,1.12,2.18
WMS,"Advanced Drainage Systems, Inc.",145.45,USD,NYSE,-0.32,11309116779.0,USD,26.26,0.45,160.57,-7.85,29.96,31.56,21.22,134.43,118.94,124.02,1.27,1.19,4.31,27.68,20.08,53.67,1.05,1.13,1.22,2.18
TYRES,Nokian Renkaat Oyj,8.02,EUR,OMXHEX,-1.78,1317016178.77,USD,,5.43,-66.37,-6.8,26.9,18.3,1.07,7.99,6.99,7.31,1.26,0.82,0.18,-2.93,-0.07,38.4,1.04,1.14,1.15,2.18
INSW,"International Seaways, Inc.",45.23,USD,NYSE,1.1,2232836631.0,USD,9.41,8.94,167.32,-11.07,33.46,21.82,10.97,42.78,37.6,40.71,0.05,0.74,1.28,12.61,10.55,44.21,1.04,1.14,1.2,2.18
SNI,Stolt-Nielsen Limited,330.5,NOK,OSL,0.76,1742494778.01,USD,3.89,8.32,286.55,-18.6,24.25,33.81,7.48,313.26,274.64,296.81,0.03,1.67,7.95,19.81,10.63,39.46,1.04,1.14,1.2,2.18
PPGN,PolyPeptide Group AG,27.8,CHF,SIX,-0.54,1151259658.36,USD,,0.0,-61.66,-18.95,33.98,36.95,16.81,25.65,22.74,23.27,1.68,1.34,1.28,-9.97,-1.92,51.97,1.05,1.13,1.22,2.18
MMS,"Maximus, Inc.",87.72,USD,NYSE,0.18,4942989476.0,USD,16.17,1.37,12.32,-5.06,32.33,21.85,19.8,82.28,72.95,75.86,0.59,0.33,1.87,17.61,15.73,49.11,1.05,1.13,1.2,2.18
MTCH,"Match Group, Inc.",37.04,USD,NASDAQ,-1.07,8912644531.0,USD,18.24,1.52,-66.78,-0.16,18.04,23.51,8.53,36.61,32.15,34.17,1.37,0.57,0.98,,24.19,41.38,1.04,1.14,1.15,2.18
CRH,CRH PLC,113.19,USD,NYSE,-0.04,76138308008.0,USD,23.66,1.27,201.92,29.79,11.57,25.45,13.0,108.02,96.93,99.85,1.26,1.31,2.28,15.16,12.25,66.8,1.07,1.11,1.17,2.18
VALMT,Valmet Corp,29.55,EUR,OMXHEX,-0.81,6405183351.08,USD,21.34,4.55,25.96,17.68,10.34,2.25,-5.8,30.46,26.46,28.79,1.38,1.79,0.59,10.62,12.11,30.27,1.03,1.15,1.12,2.18
AKSEN,Aksa Enerji Uretim A.S.,38.94,TRY,BIST,-0.31,1145307506.24,USD,28.22,3.26,1369.43,5.24,9.08,16.52,0.67,41.79,36.22,37.89,0.74,0.9,1.16,3.98,10.75,30.84,1.03,1.15,1.08,2.18
BSY,"Bentley Systems, Incorporated",54.99,USD,NASDAQ,0.4,16696666437.0,USD,70.27,0.47,96.39,6.32,28.81,14.9,-6.73,54.32,48.12,55.12,1.1,0.64,1.08,23.69,13.37,50.03,1.05,1.13,1.14,2.18
ALG,"Alamo Group, Inc.",215.01,USD,NYSE,-1.16,2603966782.0,USD,21.89,0.53,93.53,18.61,19.24,6.93,-1.96,221.58,195.68,220.41,1.11,0.79,5.84,11.3,12.54,44.78,1.04,1.13,1.1,2.18
RPRX,Royalty Pharma plc,35.62,USD,NASDAQ,-1.22,20774440405.0,USD,15.51,2.38,-13.38,24.94,6.14,9.13,-3.73,36.56,32.05,36.23,0.54,0.15,0.75,15.92,10.67,40.21,1.04,1.14,1.11,2.18
BA.,BAE Systems plc,1776.0,GBX,LSE,0.51,69791070315.46,USD,27.31,1.87,236.87,31.7,26.81,-5.71,-2.95,1771.52,1566.6,1826.55,0.43,0.53,39.89,17.89,9.1,52.81,1.05,1.13,1.13,2.18
MAIN,Main Street Capital Corporation,65.82,USD,NYSE,1.68,5886307701.0,USD,10.84,4.6,115.03,33.54,14.17,16.33,0.98,65.21,58.35,63.35,0.85,0.67,1.13,19.65,,64.04,1.06,1.12,1.13,2.18
BN,Brookfield Corporation,65.77,USD,NYSE,0.47,108460037851.86,USD,148.99,0.53,132.34,32.31,15.47,14.32,-3.29,65.51,58.49,64.62,2.12,2.14,1.25,1.87,,62.1,1.06,1.12,1.12,2.18
TEM,Templeton Emerging Markets Investment Trust PLC,199.0,GBX,LSE,-0.3,2654503797.42,USD,14.02,2.62,19.16,22.84,13.2,13.07,-1.0,199.1,176.14,195.46,0.69,0.91,2.75,7.65,,49.1,1.05,1.13,1.13,2.18
LAND,Landis+Gyr Group AG,64.1,CHF,SIX,-1.08,2329689359.24,USD,,1.82,10.14,-13.73,30.82,20.72,-6.7,65.9,57.55,63.06,1.11,0.86,1.57,-5.97,4.46,37.8,1.04,1.15,1.11,2.18
CNTA,Centessa Pharmaceuticals PLC ADR,16.56,USD,NASDAQ,-0.54,2217608416.0,USD,,0.0,-18.22,23.95,10.03,28.07,7.74,17.1,15.29,15.57,1.48,0.95,0.74,-72.95,-49.6,62.06,1.06,1.12,1.08,2.18
ALMA,Alma Media Oyj,13.85,EUR,OMXHEX,0.73,1321671163.95,USD,21.85,3.31,76.21,36.45,13.52,13.99,2.21,13.54,12.16,13.24,1.0,0.23,0.37,25.02,18.81,63.97,1.06,1.11,1.14,2.18
CEF,Sprott Physical Gold and Silver Trust Units,31.77,USD,AMEX,0.83,6102825290.0,USD,3.9,0.0,55.35,36.06,22.33,9.29,3.52,31.08,27.85,30.83,0.24,0.17,0.32,29.99,,67.68,1.07,1.12,1.14,2.18
VATN,Valiant Holding AG,131.0,CHF,SIX,-0.61,2595563735.62,USD,13.57,4.38,51.62,33.27,13.32,9.9,4.63,131.3,116.94,128.05,0.4,0.32,1.69,5.8,0.48,56.49,1.06,1.12,1.12,2.18
ATT,Allianz Technology Trust PLC,466.0,GBX,LSE,0.0,2310233688.58,USD,12.5,0.0,83.46,33.91,14.36,15.92,2.19,459.6,410.34,445.24,0.68,1.2,8.51,8.26,,64.18,1.06,1.12,1.14,2.18
WSM,"Williams-Sonoma, Inc.",188.06,USD,NYSE,-2.14,23131015265.0,USD,20.68,1.28,319.73,39.92,-1.7,14.99,-0.27,199.29,176.97,183.0,1.47,1.47,6.52,51.75,42.53,53.21,1.05,1.13,1.06,2.18
TEL,Telenor ASA,167.4,NOK,OSL,0.42,22634753644.1,USD,20.77,5.7,15.21,28.37,15.77,7.86,5.62,164.31,146.41,160.41,0.14,0.27,1.81,16.98,11.17,52.0,1.05,1.12,1.14,2.17
AMTM,"Amentum Holdings, Inc.",25.25,USD,NYSE,0.32,6144048256.0,USD,118.1,0.0,-21.09,-21.09,32.75,23.77,-0.9,25.12,22.09,24.51,0.31,1.18,0.83,2.2,5.09,35.44,1.04,1.14,1.14,2.17
ISN,Intershop Holding AG,154.8,CHF,SIX,0.39,1826730263.84,USD,5.93,3.58,31.41,28.15,12.17,8.25,1.98,152.94,136.39,147.41,0.44,0.37,2.14,24.95,,48.57,1.05,1.12,1.13,2.17
VRSN,"VeriSign, Inc.",272.0,USD,NASDAQ,-0.14,25407137085.0,USD,32.46,0.28,29.93,49.97,15.89,1.31,-5.56,269.3,244.91,278.63,0.78,0.63,5.38,,469.7,67.18,1.07,1.1,1.11,2.17
TIXT,"TELUS International (CDA), Inc.",5.26,CAD,TSX,-1.31,1053190162.95,USD,,0.0,-87.48,5.2,23.19,35.22,-4.88,5.24,4.72,5.23,1.01,1.87,0.16,-20.75,-4.68,63.6,1.06,1.11,1.11,2.17
PH,Parker-Hannifin Corporation,766.84,USD,NYSE,-0.16,97144950535.0,USD,28.27,0.87,266.28,29.98,16.6,15.54,3.03,738.28,667.72,720.17,1.37,1.4,14.57,27.42,18.12,62.12,1.06,1.11,1.15,2.17
TLV,Banca Transilvania SA,27.34,RON,BVB,0.37,6732341143.63,USD,6.88,5.25,156.85,12.11,11.53,9.62,-1.94,28.04,24.66,27.29,1.22,1.22,0.34,28.41,4.84,33.26,1.03,1.14,1.11,2.17
BMO,Bank of Montreal,164.03,CAD,TSX,-0.12,86083109627.88,USD,14.37,3.87,95.27,47.1,10.6,11.37,5.14,157.06,143.22,154.56,1.26,1.05,1.98,10.28,1.66,69.06,1.07,1.1,1.15,2.17
BDC,Belden Inc,132.7,USD,NYSE,-0.14,5257551970.0,USD,24.07,0.15,289.61,24.1,24.17,24.48,1.3,124.12,113.61,122.8,1.28,1.45,3.2,18.34,11.48,72.75,1.07,1.09,1.17,2.17
LFUS,"Littelfuse, Inc.",264.08,USD,NASDAQ,0.64,6544313765.0,USD,55.05,1.07,43.2,-1.28,13.52,27.57,10.55,254.69,225.18,241.31,1.4,1.61,7.32,4.74,9.11,39.81,1.04,1.13,1.17,2.17
LTA,ALTAMIR Act porteur,28.8,EUR,EURONEXT,0.0,1231004618.42,USD,,3.74,72.66,17.55,19.5,2.13,0.35,28.85,25.51,28.73,0.47,0.19,0.15,1.45,,39.18,1.04,1.13,1.13,2.17
URW,Unibail-Rodamco-Westfield SE Stapled Secs Cons of 1 Sh Unibail Rodamco + 1 Sh WFD Unib Rod,88.92,EUR,EURONEXT,0.75,14762467311.96,USD,16.65,3.96,115.83,23.12,8.84,6.14,6.24,88.98,78.66,84.46,2.0,0.88,1.51,5.05,,38.1,1.04,1.13,1.13,2.17
UBSG,UBS Group AG,32.21,CHF,SIX,-1.14,129511271290.56,USD,19.8,2.27,188.1,23.08,7.05,23.08,4.71,31.76,28.41,29.67,1.15,1.49,0.5,7.4,0.47,53.21,1.05,1.12,1.13,2.17
BCHN,Burckhardt Compression Holding AG,728.0,CHF,SIX,0.41,3065145211.28,USD,23.32,2.5,220.0,21.94,15.19,18.37,1.11,723.0,646.86,694.34,0.98,0.99,12.4,33.14,31.78,55.51,1.06,1.12,1.13,2.17
