Symbol,Description,Price,Price - Currency,Exchange,Price Change % 1 day,Market capitalization,Market capitalization - Currency,Price to earnings ratio,"Dividend yield %, Trailing 12 months",Performance % 5 years,Performance % 1 year,Performance % 6 months,Performance % 3 months,Performance % 1 month,Simple Moving Average (21) 1 day,Simple Moving Average (200) 1 day,Simple Moving Average (50) 1 day,Beta 5 years,Beta 1 year,Average True Range (14) 1 day,"Return on equity %, Trailing 12 months","Return on capital employed %, Trailing 12 months",perf_sum,perf_norm,MRAT,Diff,score
YRM,Rosetti Marino S.p.A.,288.0,EUR,MIL,5.88,1195596112.96,USD,32.57,0.74,718.18,545.74,502.51,185.15,23.08,260.43,105.48,207.54,0.24,0.56,15.98,24.41,21.93,1233.4,2.23,2.47,2.73,4.7
BMNR,"BitMine Immersion Technologies, Inc.",47.06,USD,AMEX,5.64,13400257601.08,USD,,0.0,67.6,1076.53,572.32,42.91,-13.12,53.14,26.61,51.51,1.54,14.83,4.1,-95.27,-71.85,1691.76,2.69,2.0,1.77,4.69
AMPX,"Amprius Technologies, Inc.",13.63,USD,NYSE,10.9,1704783641.97,USD,,0.0,51.28,785.06,513.96,111.32,30.06,12.67,5.58,10.64,2.87,2.2,1.26,-68.88,-43.88,1410.35,2.41,2.27,2.44,4.68
CDTX,"Cidara Therapeutics, Inc.",109.36,USD,NASDAQ,0.3,2773156458.83,USD,,0.0,107.12,756.38,398.68,75.88,14.51,103.78,45.31,85.65,1.34,3.24,6.66,-37.05,-42.05,1230.94,2.23,2.29,2.41,4.52
CELC,Celcuity Inc.,78.4,USD,NASDAQ,-0.71,3326254185.53,USD,,0.0,1263.48,394.33,622.58,103.9,59.74,60.56,25.86,56.31,0.71,0.14,5.18,-134.54,-70.38,1120.81,2.12,2.34,3.03,4.46
INBX,"Inhibrx Biosciences, Inc.",79.99,USD,NASDAQ,1.89,1158688871.93,USD,,0.0,368.33,390.13,543.01,270.32,138.7,44.76,20.34,35.46,0.49,0.79,6.17,-113.71,-85.09,1203.47,2.2,2.2,3.93,4.4
BITF,Bitfarms Ltd.,5.82,CAD,TSX,2.28,2246910926.71,USD,,0.0,1100.0,100.69,309.86,246.43,45.5,6.09,2.22,4.22,4.43,2.69,0.69,-15.48,-17.17,656.98,1.66,2.75,2.62,4.4
NKTR,Nektar Therapeutics,63.29,USD,NASDAQ,0.78,1203685398.1,USD,,0.0,-73.83,237.55,434.91,196.58,10.4,59.34,24.12,51.61,1.2,4.74,4.22,-440.8,-65.91,869.03,1.87,2.46,2.62,4.33
NVTS,Navitas Semiconductor Corporation,13.12,USD,NASDAQ,4.47,2796329948.71,USD,,0.0,18.21,395.16,562.71,87.05,84.04,12.15,5.39,8.79,3.02,0.61,1.41,-32.05,-26.85,1044.92,2.04,2.25,2.43,4.3
OKLO,Oklo Inc.,136.9,USD,NYSE,-0.36,20207698280.29,USD,,0.0,1269.0,493.67,407.04,87.82,21.58,144.24,62.37,115.59,0.71,2.39,15.12,-11.34,-14.45,988.52,1.99,2.31,2.19,4.3
NBIS,Nebius Group N.V.,131.03,USD,NASDAQ,5.52,32907553454.22,USD,,0.0,126.98,479.8,431.58,152.13,17.29,121.13,55.2,102.67,1.19,2.69,9.18,4.95,-10.3,1063.51,2.06,2.19,2.37,4.26
SLDP,"Solid Power, Inc.",6.23,USD,NASDAQ,16.86,1129184117.63,USD,,0.0,-37.71,406.41,461.15,111.15,82.13,5.99,2.64,4.85,1.78,1.59,0.66,-22.6,-23.97,978.71,1.98,2.27,2.36,4.25
UUUU,Energy Fuels Inc,21.25,USD,AMEX,-2.61,4901841801.27,USD,,0.0,1288.89,237.3,360.95,144.82,41.67,20.86,8.43,16.64,1.79,0.68,2.47,-18.27,-16.15,743.07,1.74,2.47,2.52,4.22
PRAX,"Praxis Precision Medicines, Inc.",199.75,USD,NASDAQ,-0.62,4832234541.04,USD,,0.0,-61.47,183.86,415.35,271.28,278.74,129.42,56.92,81.15,2.64,2.37,14.35,-60.98,-65.87,870.49,1.87,2.27,3.51,4.14
GRGD,Groupe Dynamite Inc.,69.93,CAD,TSX,-1.94,4719518535.44,USD,,0.0,234.59,234.59,418.0,106.53,17.91,67.47,28.79,56.13,5.09,1.92,2.75,,,759.12,1.76,2.34,2.43,4.1
AII,Almonty Industries Inc.,9.94,CAD,TSX,4.96,1470205781.75,USD,,0.0,951.85,679.61,180.79,90.79,20.34,10.7,5.12,8.39,1.42,1.52,1.05,-355.57,-8.67,951.19,1.95,2.09,1.94,4.04
EOSE,"Eos Energy Enterprises, Inc.",15.88,USD,NASDAQ,10.93,4435306853.5,USD,,0.0,51.29,369.97,203.15,190.4,39.71,15.14,6.65,11.34,2.29,1.1,1.56,,-97.13,763.52,1.76,2.28,2.39,4.04
PL,Planet Labs PBC,13.54,USD,NYSE,5.25,4167737658.7,USD,,0.0,38.11,480.9,293.46,125.58,5.41,14.03,6.58,11.5,2.0,2.24,0.89,-19.9,-15.61,899.94,1.9,2.13,2.06,4.03
LEU,Centrus Energy Corp.,370.5,USD,AMEX,-3.34,6746005320.83,USD,60.87,0.0,3731.44,263.24,411.53,84.13,21.88,375.45,168.66,300.9,1.52,1.45,37.09,48.11,16.52,758.89,1.76,2.23,2.2,3.99
WULF,TeraWulf Inc.,15.62,USD,NASDAQ,5.4,6372087535.52,USD,,0.0,247.11,134.18,374.77,214.92,35.47,13.75,6.14,11.78,3.45,2.91,1.33,-46.99,-21.57,723.87,1.72,2.24,2.54,3.96
GRAL,"GRAIL, Inc.",92.06,USD,NASDAQ,1.0,3318560705.35,USD,,0.0,559.93,576.91,178.46,180.93,56.59,78.42,40.76,56.99,4.13,3.05,7.63,-17.68,-20.18,936.3,1.94,1.92,2.26,3.86
QS,QuantumScape Corporation,18.12,USD,NYSE,14.76,10895739746.44,USD,,0.0,51.89,240.6,358.73,120.98,47.32,15.85,7.47,12.64,4.86,2.37,1.62,-38.65,-39.17,720.31,1.72,2.12,2.43,3.84
VSAT,"ViaSat, Inc.",39.65,USD,NASDAQ,1.74,5323522690.8,USD,,0.0,18.01,287.21,323.61,150.79,41.81,36.2,17.39,32.76,1.21,1.54,2.14,-12.48,0.41,761.61,1.76,2.08,2.28,3.84
METC,"Ramaco Resources, Inc.",31.13,USD,NASDAQ,5.0,1862261543.89,USD,,0.0,996.19,210.39,208.23,68.28,-6.87,40.69,17.44,33.34,1.4,1.66,4.31,-7.4,-5.33,486.9,1.49,2.33,1.78,3.82
TDUP,ThredUp Inc.,8.74,USD,NASDAQ,1.45,1077041908.18,USD,,0.0,-52.08,1310.48,104.8,7.96,-7.26,9.05,6.51,9.9,1.72,3.33,0.45,-58.93,-24.78,1423.25,2.42,1.39,1.34,3.81
JMIA,Jumia Technologies AG Sponsored ADR,11.02,USD,NYSE,1.75,1326272385.0,USD,,0.0,-33.93,131.03,344.35,146.53,-4.09,11.53,5.34,10.73,2.7,2.03,0.71,-176.48,-156.53,621.91,1.62,2.16,2.06,3.78
QUBT,Quantum Computing Inc.,16.14,USD,NASDAQ,7.78,3015186324.9,USD,,0.0,350.07,1180.56,127.25,13.63,-12.02,18.49,13.1,17.87,3.86,1.4,1.88,-32.63,-13.25,1321.44,2.32,1.41,1.23,3.73
MLYS,"Mineralys Therapeutics, Inc.",41.74,USD,NASDAQ,1.52,3238146813.82,USD,,0.0,97.84,209.68,174.82,194.6,9.28,41.1,19.08,36.17,0.4,0.92,2.17,-63.21,-67.28,579.1,1.58,2.15,2.19,3.73
ATAI,ATAI Life Sciences N.V.,5.78,USD,NASDAQ,-0.09,1507639869.1,USD,,0.0,-72.5,434.72,285.0,44.38,9.38,5.74,2.94,5.22,1.59,1.16,0.42,,,764.1,1.76,1.95,1.96,3.71
HUT,Hut 8 Corp.,51.95,USD,NASDAQ,6.96,5482176026.91,USD,37.05,0.0,1062.19,188.13,277.27,161.65,47.33,46.88,22.51,37.96,4.5,2.69,4.56,15.87,-5.9,627.05,1.63,2.08,2.31,3.71
STOK,"Stoke Therapeutics, Inc.",29.86,USD,NASDAQ,-5.82,1635976914.77,USD,35.33,0.0,-22.49,141.35,198.85,138.46,27.04,31.54,14.34,26.01,1.24,1.93,2.14,18.17,13.23,478.66,1.48,2.2,2.08,3.68
FLNC,"Fluence Energy, Inc.",21.28,USD,NASDAQ,3.96,3883731454.68,USD,,0.0,-36.48,0.66,388.07,169.71,93.45,17.33,8.22,12.31,2.76,1.83,2.01,-4.45,-3.15,558.44,1.56,2.11,2.59,3.67
TMC,TMC the metals company Inc.,7.14,USD,NASDAQ,0.35,2903677322.68,USD,,0.0,-27.24,644.27,126.83,24.26,12.52,8.21,4.49,6.75,1.7,-0.12,0.65,-364.03,-108.15,795.36,1.8,1.83,1.59,3.62
CLS,Celestica Inc.,488.0,CAD,TSX,2.55,39118970982.84,USD,56.95,0.0,6085.04,408.23,287.46,87.42,45.22,388.97,216.78,349.3,1.64,2.76,26.16,37.8,32.5,783.1,1.78,1.79,2.25,3.58
HIVE,HIVE Digital Technologies Ltd,7.56,CAD,TSXV,1.75,1229272376.96,USD,,0.0,221.7,30.34,203.61,164.34,32.63,8.05,3.7,6.04,5.24,2.34,0.72,-6.36,-17.85,398.29,1.4,2.18,2.04,3.57
SATS,EchoStar Corporation,73.21,USD,NASDAQ,0.07,21063721238.45,USD,,0.0,214.34,188.34,213.94,148.63,-3.05,74.37,37.01,70.83,0.97,1.34,2.45,-1.6,-1.02,550.91,1.55,2.01,1.98,3.56
RKLB,Rocket Lab Corporation,62.93,USD,NASDAQ,3.3,30455643597.07,USD,,0.0,545.44,476.81,181.19,45.69,32.82,64.24,35.35,54.8,2.15,1.98,4.32,-40.45,-21.18,703.69,1.7,1.82,1.78,3.52
ASTS,"AST SpaceMobile, Inc.",80.13,USD,NASDAQ,4.5,29128745923.78,USD,,0.0,697.31,221.29,229.14,57.43,49.75,80.54,40.14,60.85,2.41,0.82,6.63,-69.7,-22.68,507.86,1.51,2.01,2.0,3.51
OUST,"Ouster, Inc.",33.64,USD,NASDAQ,4.05,1945039363.46,USD,,0.0,-65.09,384.03,335.75,50.18,25.2,32.41,18.77,30.82,2.49,1.24,3.27,-46.96,-44.01,769.96,1.77,1.73,1.79,3.5
USA,Americas Gold and Silver Corporation,5.72,CAD,TSX,-1.72,1144374281.09,USD,,0.0,-33.29,241.49,186.0,80.16,7.52,5.89,2.97,4.8,1.33,1.94,0.38,-118.96,-27.0,507.65,1.51,1.98,1.93,3.49
HOOD,"Robinhood Markets, Inc.",148.85,USD,NASDAQ,7.81,132279208434.14,USD,75.6,0.0,291.71,472.06,218.23,52.2,5.37,140.2,81.79,127.13,2.43,3.19,7.5,23.54,,742.48,1.74,1.71,1.82,3.46
CTEV,Claritev Corporation,66.27,USD,NYSE,0.32,1091787364.51,USD,,0.0,-99.45,618.76,202.74,66.22,26.13,60.61,38.78,60.89,0.5,2.5,3.61,-235.47,1.25,887.72,1.89,1.56,1.71,3.45
NDM,Northern Dynasty Minerals Ltd.,2.84,CAD,TSX,-0.87,1127640585.07,USD,,0.0,142.31,397.37,89.0,167.45,68.75,2.75,1.53,1.9,-0.27,0.55,0.31,-100.42,-24.34,653.82,1.65,1.8,1.85,3.45
DSV,Discovery Silver Corp,6.03,CAD,TSX,1.17,3417347740.98,USD,,0.0,296.71,534.74,132.82,85.54,15.08,5.33,3.13,4.92,2.27,1.25,0.37,-3.65,3.73,753.09,1.75,1.7,1.92,3.45
CDE,"Coeur Mining, Inc.",17.58,USD,NYSE,-0.68,11289869980.26,USD,25.77,0.0,146.9,164.35,221.97,100.68,-6.69,19.65,10.0,17.33,1.23,1.18,1.38,19.57,15.81,487.0,1.49,1.97,1.76,3.45
AMLX,"Amylyx Pharmaceuticals, Inc.",13.88,USD,NASDAQ,-1.25,1480010571.01,USD,,0.0,-33.93,166.31,168.38,76.3,3.62,14.3,7.06,12.79,-0.33,1.6,0.84,-87.42,-73.87,410.99,1.41,2.03,1.96,3.44
CRDO,Credo Technology Group Holding Ltd,189.3,USD,NASDAQ,13.61,32748064266.97,USD,278.42,0.0,1464.46,376.23,299.28,79.47,30.76,149.65,89.8,147.2,2.6,2.83,12.5,18.75,16.5,754.97,1.75,1.67,2.11,3.42
HOUS,Anywhere Real Estate Inc.,9.9,USD,NYSE,2.06,1109035786.36,USD,,0.0,-18.05,160.53,158.49,113.36,-7.39,9.98,5.03,8.67,1.77,1.92,0.47,-6.89,,432.37,1.43,1.98,1.97,3.41
AMRC,"Ameresco, Inc.",39.68,USD,NYSE,1.83,2091544775.41,USD,34.09,0.0,3.02,32.28,250.88,140.52,17.65,39.97,20.21,33.57,2.33,1.33,2.25,6.36,3.06,423.68,1.42,1.98,1.96,3.4
PNG,Kraken Robotics Inc,6.52,CAD,TSXV,1.24,1409369160.41,USD,113.99,0.0,986.67,224.38,160.8,95.21,40.52,6.22,3.29,4.92,1.09,1.32,0.47,16.9,6.17,480.39,1.48,1.89,1.98,3.38
TNGX,"Tango Therapeutics, Inc.",8.15,USD,NASDAQ,2.26,1092227812.86,USD,,0.0,-17.51,44.5,478.01,41.25,-2.98,8.11,4.46,7.6,1.68,1.28,0.66,-76.09,-58.75,563.77,1.56,1.82,1.83,3.38
GDWN,Goodwin PLC,21369.63,GBX,LSE,3.23,2044306161.43,USD,65.32,1.0,595.63,210.61,210.61,149.26,60.67,15910.46,8795.2,13082.79,0.35,0.55,1544.74,18.87,17.71,570.47,1.57,1.81,2.43,3.38
PGEN,"Precigen, Inc.",4.05,USD,NASDAQ,0.0,1206790303.0,USD,,0.0,-5.81,383.35,156.33,142.51,23.85,3.7,2.19,3.87,1.61,1.93,0.27,-668.03,-146.62,682.2,1.68,1.69,1.85,3.37
BLDP,Ballard Power Systems Inc.,4.93,CAD,TSX,2.07,1037449528.46,USD,,0.0,-75.47,122.07,190.0,102.05,30.08,4.9,2.51,3.91,1.94,1.57,0.33,-38.29,-17.82,414.12,1.41,1.95,1.96,3.37
ARWR,"Arrowhead Pharmaceuticals, Inc.",42.96,USD,NASDAQ,1.54,5939544674.44,USD,,0.0,-24.8,119.74,201.9,177.16,24.38,38.04,20.42,32.62,1.14,2.71,1.92,-34.8,-10.94,498.8,1.5,1.86,2.1,3.36
WDC,Western Digital Corporation,144.21,USD,NASDAQ,4.4,49434545449.6,USD,28.07,0.14,402.5,186.95,220.54,90.48,22.03,125.3,67.44,110.01,1.78,2.25,8.42,25.98,21.47,497.96,1.5,1.86,2.14,3.36
KTOS,"Kratos Defense & Security Solutions, Inc.",90.86,USD,NASDAQ,2.9,15336668312.19,USD,974.89,0.0,365.95,285.16,156.38,61.23,0.4,92.66,50.15,82.16,1.12,1.39,5.24,0.88,1.21,502.77,1.5,1.85,1.81,3.35
LAC,Lithium Americas Corp.,5.52,USD,NYSE,-1.87,1363140038.78,USD,,0.0,-10.83,35.84,88.23,117.13,-26.17,7.32,3.47,5.29,3.44,1.48,0.74,-8.38,-3.13,241.19,1.24,2.11,1.59,3.35
4IG,4iG Nyrt.,3915.0,HUF,BET,6.68,3237411723.13,USD,,0.0,661.67,391.22,112.77,113.7,50.58,3355.48,1952.33,2749.1,0.6,0.73,288.51,-50.87,6.4,617.69,1.62,1.72,2.01,3.34
PLUG,"Plug Power, Inc.",2.67,USD,NASDAQ,0.75,3288630187.99,USD,,0.0,-81.77,33.5,206.86,88.03,9.88,3.35,1.68,2.51,2.24,0.67,0.33,-84.4,-27.93,328.39,1.33,2.0,1.59,3.33
ZBIO,"Zenas BioPharma, Inc.",30.92,USD,NASDAQ,3.49,1302185607.74,USD,,0.0,68.52,45.11,168.2,100.93,39.92,26.18,13.14,22.11,-1.68,0.44,2.85,-88.4,-94.39,314.24,1.31,1.99,2.35,3.31
FORD,"Forward Industries, Inc.",15.0,USD,NASDAQ,4.46,1267898239.49,USD,,0.0,-1.32,310.96,114.59,23.15,-42.53,20.41,10.96,22.8,0.63,-1.61,2.68,-235.29,-107.4,448.7,1.45,1.86,1.37,3.31
SYM,Symbotic Inc.,81.38,USD,NASDAQ,5.33,48054346145.44,USD,,0.0,686.28,175.3,258.98,60.96,51.7,70.13,38.77,58.9,2.06,2.35,5.61,-4.09,-9.0,495.24,1.5,1.81,2.1,3.3
COMM,"CommScope Holding Company, Inc.",17.28,USD,NASDAQ,2.64,3828780771.97,USD,,0.0,96.2,149.06,268.55,124.13,11.52,15.65,8.94,15.91,2.43,2.86,0.73,,10.18,541.74,1.54,1.75,1.93,3.29
TSHA,"Taysha Gene Therapies, Inc.",5.06,USD,NASDAQ,2.95,1378977978.59,USD,,0.0,-74.41,173.24,105.07,87.92,55.54,4.93,2.56,3.88,0.97,2.38,0.37,-51.86,-37.61,366.23,1.37,1.93,1.98,3.29
MEDCL,MedinCell SA,38.92,EUR,EURONEXT,6.28,1401879146.89,USD,,0.0,379.31,157.07,156.05,130.02,62.71,32.97,17.94,25.4,0.89,0.97,1.65,,-32.56,443.14,1.44,1.84,2.17,3.28
CIEN,Ciena Corporation,188.6,USD,NYSE,-0.19,26603145232.24,USD,194.79,0.0,388.47,193.54,161.11,109.18,30.76,169.85,94.15,143.14,1.15,1.84,7.63,4.96,5.45,463.83,1.46,1.8,2.0,3.27
LASR,"nLIGHT, Inc.",32.58,USD,NASDAQ,3.18,1625474888.66,USD,,0.0,47.73,151.54,301.17,58.36,12.68,31.32,17.91,30.21,2.48,1.44,1.63,-20.63,-18.55,511.08,1.51,1.75,1.82,3.26
IDIA,Idorsia Ltd.,3.48,CHF,SIX,4.82,1027016811.01,USD,,0.0,-85.4,221.03,160.09,1.75,-18.88,3.86,2.1,3.63,1.71,2.05,0.25,,,382.88,1.38,1.84,1.66,3.22
LITE,Lumentum Holdings Inc.,200.56,USD,NASDAQ,0.21,14222229402.45,USD,850.55,0.0,138.76,208.13,216.59,93.14,25.95,171.09,100.76,160.35,1.43,2.49,11.53,2.48,-4.82,517.86,1.52,1.7,1.99,3.22
NBG6,Nuernberger Beteiligungs AG Class B,120.0,EUR,XETR,0.0,1599063615.62,USD,,0.12,67.83,135.29,155.32,138.1,81.82,102.12,57.16,80.21,0.17,0.07,2.72,-0.95,0.31,428.71,1.43,1.79,2.1,3.22
GSAT,"Globalstar, Inc.",52.66,USD,NASDAQ,3.7,6670586578.41,USD,,0.0,1050.28,228.1,164.89,128.46,46.48,44.61,26.41,37.79,0.98,1.71,3.59,-10.33,0.79,521.45,1.52,1.69,1.99,3.21
VNP,5N Plus Inc.,20.03,CAD,TSX,3.73,1229126202.68,USD,40.2,0.0,921.94,177.04,196.74,63.64,17.41,18.43,10.45,16.73,1.79,1.49,0.77,21.38,16.24,437.42,1.44,1.76,1.92,3.2
USAR,"USA Rare Earth, Inc.",19.68,USD,NASDAQ,0.0,2240233328.0,USD,,0.0,94.47,82.48,102.78,53.51,12.33,27.1,13.85,20.54,0.8,-1.92,3.4,-150.65,-9.53,238.77,1.24,1.96,1.42,3.19
PRCH,"Porch Group, Inc.",15.6,USD,NASDAQ,0.97,1626594669.36,USD,33.62,0.0,52.34,561.02,151.21,28.71,-6.92,15.63,10.79,16.76,2.86,2.35,0.78,,4.8,740.94,1.74,1.45,1.45,3.19
SHLS,"Shoals Technologies Group, Inc.",10.52,USD,NASDAQ,3.7,1759818865.16,USD,83.25,0.0,-66.41,99.53,176.71,96.54,40.2,9.86,5.42,8.29,1.65,0.52,0.68,3.77,5.8,372.78,1.37,1.82,1.94,3.19
FMCC,Freddie Mac,9.55,USD,OTC,-2.25,6208069187.82,USD,,0.0,424.73,640.31,84.72,27.67,-18.1,10.86,7.64,11.38,0.85,1.8,0.84,19.5,,752.7,1.75,1.42,1.25,3.18
CURA,"Curaleaf Holdings, Inc.",3.88,CAD,TSX,0.52,2114078130.27,USD,,0.0,-29.45,-6.73,181.16,105.29,-0.51,4.2,2.22,4.01,1.35,2.93,0.33,-25.49,0.42,279.72,1.28,1.89,1.75,3.17
SEI,"Solaris Energy Infrastructure, Inc.",53.92,USD,NYSE,1.53,3644068925.34,USD,91.22,0.9,847.63,304.2,132.51,70.31,36.51,49.68,29.94,40.19,1.12,2.47,3.65,6.99,9.12,507.02,1.51,1.66,1.8,3.17
HL,Hecla Mining Company,12.84,USD,NYSE,-0.43,8605939634.75,USD,82.08,0.19,172.72,94.92,139.65,118.82,5.11,13.08,7.2,11.46,1.31,0.9,0.8,4.67,8.23,353.39,1.35,1.82,1.78,3.17
MUX,McEwen Inc.,18.6,USD,NYSE,-2.28,1006649895.44,USD,,0.0,84.21,88.12,142.89,79.58,7.05,19.66,10.56,16.27,0.99,0.75,1.28,-2.79,-0.79,310.59,1.31,1.86,1.76,3.17
UEC,Uranium Energy Corp.,15.28,USD,AMEX,-1.64,7344654280.93,USD,,0.0,1655.77,99.42,186.59,89.05,14.85,14.53,8.15,13.16,1.41,1.16,1.18,-9.95,-7.53,375.05,1.38,1.78,1.87,3.16
RUN,Sunrun Inc.,20.86,USD,NASDAQ,6.29,4811928046.68,USD,,0.0,-61.26,48.65,186.08,107.93,12.67,20.07,11.02,18.12,2.42,0.95,1.31,-61.9,-2.46,342.65,1.34,1.82,1.89,3.16
AVIO,Avio SpA,39.35,EUR,MIL,11.32,1065936692.62,USD,172.06,0.42,219.92,226.29,101.38,31.17,-26.03,48.3,26.81,44.28,0.4,0.38,4.12,1.96,,358.83,1.36,1.8,1.47,3.16
MU,"Micron Technology, Inc.",226.19,USD,NASDAQ,0.97,253890565281.39,USD,29.83,0.21,352.29,121.32,184.21,114.42,36.59,203.03,117.5,169.85,1.57,2.35,9.0,17.2,15.16,419.95,1.42,1.73,1.93,3.15
MP,MP Materials Corp.,62.33,USD,NYSE,-3.99,11038448949.74,USD,,0.0,457.01,236.01,149.87,3.21,-5.62,75.1,42.72,71.23,2.33,0.22,6.1,-9.57,-6.69,389.09,1.39,1.76,1.46,3.15
ORKA,"Oruka Therapeutics, Inc.",28.06,USD,NASDAQ,-0.18,1357659212.56,USD,,0.0,-94.94,-2.74,177.55,110.03,46.68,25.86,13.84,20.15,-0.33,1.14,1.75,-53.15,-59.96,284.84,1.28,1.87,2.03,3.15
TLRY,"Tilray Brands, Inc.",1.35,USD,NASDAQ,4.77,1517549515.27,USD,,0.0,-77.25,-19.55,175.99,141.34,-19.17,1.56,0.85,1.41,1.99,1.36,0.13,-85.59,-3.08,297.77,1.3,1.85,1.6,3.15
SSRM,SSR Mining Inc.,22.65,USD,NASDAQ,-1.22,4592972003.87,USD,28.73,0.0,23.3,263.56,122.28,86.11,-7.96,23.26,14.03,22.26,0.37,1.26,1.21,5.33,4.3,471.95,1.47,1.66,1.61,3.13
NG,Novagold Resources Inc.,8.18,USD,AMEX,-1.39,3326628132.37,USD,,0.0,-20.17,125.21,92.81,54.25,-5.71,9.3,5.01,8.15,1.3,1.88,0.56,-130.89,-10.32,272.26,1.27,1.86,1.63,3.13
