Symbol,Description,Price,Price - Currency,Exchange,Price Change % 1 day,Market capitalization,Market capitalization - Currency,Price to earnings ratio,"Dividend yield %, Trailing 12 months",Performance % 5 years,Performance % 1 year,Performance % 6 months,Performance % 3 months,Performance % 1 month,Simple Moving Average (21) 1 day,Simple Moving Average (200) 1 day,Simple Moving Average (50) 1 day,Beta 5 years,Beta 1 year,Average True Range (14) 1 day,"Return on equity %, Trailing 12 months","Return on capital employed %, Trailing 12 months",perf_sum,perf_norm,MRAT,Diff,score
SES,SES AI Corporation,3.07,USD,NYSE,-2.23,1119866780.0,USD,,0.0,-70.76,400.0,372.31,169.3,143.65,2.39,1.11,1.66,1.33,3.59,0.35,-34.37,-35.06,941.61,1.94,2.15,2.77,4.09
SLDP,"Solid Power, Inc.",6.34,USD,NASDAQ,4.97,1149342985.0,USD,,0.0,-36.6,395.31,487.04,91.25,69.52,5.06,2.44,4.57,1.78,1.65,0.78,-22.6,-23.97,973.6,1.97,2.08,2.6,4.05
AII,Almonty Industries Inc.,11.51,CAD,TSX,-3.76,1778411276.29,USD,,0.0,980.75,734.06,190.66,91.83,73.08,9.46,4.67,7.5,1.42,1.59,1.04,-355.57,-8.67,1016.55,2.02,2.03,2.47,4.04
JMIA,Jumia Technologies AG Sponsored ADR,10.75,USD,NYSE,-9.51,1316475369.0,USD,,0.0,-20.78,113.72,416.83,133.7,-9.74,11.82,4.99,9.98,2.7,2.04,0.84,-176.83,-156.79,664.24,1.66,2.37,2.16,4.03
WULF,TeraWulf Inc.,13.93,USD,NASDAQ,0.51,5682662173.0,USD,,0.0,309.69,175.84,505.65,156.54,29.1,12.43,5.72,10.48,3.45,2.9,1.17,-46.99,-21.57,838.03,1.84,2.17,2.43,4.01
LAES,SEALSQ Corp,6.67,USD,NASDAQ,4.87,1061609700.0,USD,,0.0,-21.53,1310.15,173.36,71.91,96.18,4.94,3.5,3.73,-13.14,-0.3,0.88,-45.62,-39.76,1555.42,2.56,1.41,1.91,3.97
ATAI,ATAI Life Sciences N.V.,6.45,USD,NASDAQ,17.7,1507877109.0,USD,,0.0,-69.29,437.5,347.92,128.72,39.01,5.43,2.73,4.86,1.59,1.32,0.48,,,914.14,1.91,1.99,2.37,3.91
MLYS,"Mineralys Therapeutics, Inc.",43.56,USD,NASDAQ,1.37,3378936000.0,USD,,0.0,106.45,211.37,222.19,199.79,16.41,39.96,17.57,30.71,0.4,1.03,2.28,-63.21,-67.28,633.35,1.63,2.27,2.48,3.91
EOSE,"Eos Energy Enterprises, Inc.",15.04,USD,NASDAQ,-2.65,4199371503.0,USD,,0.0,43.24,342.35,203.23,152.77,81.86,13.09,6.15,9.54,2.29,1.09,1.38,,-97.13,698.35,1.7,2.13,2.45,3.83
TMC,TMC the metals company Inc.,8.19,USD,NASDAQ,-5.75,3328357794.0,USD,,0.0,-18.51,719.0,194.6,5.07,46.77,7.79,4.19,6.32,1.7,-0.01,0.87,-364.03,-108.15,918.67,1.92,1.86,1.96,3.78
AMLX,"Amylyx Pharmaceuticals, Inc.",14.95,USD,NASDAQ,-1.45,1594678014.0,USD,,0.0,-28.81,261.99,290.34,80.34,24.9,14.01,6.52,11.52,-0.33,1.67,0.93,-87.42,-73.87,632.66,1.63,2.15,2.29,3.78
TDUP,ThredUp Inc.,9.11,USD,NASDAQ,0.0,1121995602.0,USD,,0.0,-50.08,1029.57,176.06,26.0,-10.77,9.32,6.14,10.2,1.72,3.45,0.51,-58.93,-24.78,1231.64,2.23,1.52,1.48,3.75
STOK,"Stoke Therapeutics, Inc.",33.53,USD,NASDAQ,-1.87,1837357315.0,USD,39.68,0.0,-13.8,160.12,344.11,159.32,44.15,27.32,13.21,22.9,1.24,2.02,2.27,18.17,13.23,663.55,1.66,2.07,2.54,3.73
SATS,EchoStar Corporation,72.38,USD,NASDAQ,0.07,20824914753.0,USD,,0.0,177.48,183.29,226.92,147.54,4.31,74.89,34.49,61.65,0.97,1.36,3.17,-1.6,-1.02,557.74,1.56,2.17,2.1,3.73
VSAT,"ViaSat, Inc.",35.69,USD,NASDAQ,-1.3,4791841402.0,USD,,0.0,2.88,221.97,337.91,112.47,13.27,32.07,15.93,30.45,1.21,1.56,2.35,-12.48,0.41,672.35,1.67,2.01,2.24,3.69
HUT,Hut 8 Corp.,48.46,USD,NASDAQ,-0.66,5113883822.26,USD,34.56,0.0,1158.7,278.3,338.55,117.7,42.57,41.36,21.32,32.85,4.5,2.77,4.04,15.87,-5.9,734.55,1.73,1.94,2.27,3.67
PRCH,"Porch Group, Inc.",15.01,USD,NASDAQ,-0.27,1565076068.0,USD,32.35,0.0,42.95,844.03,196.06,14.14,-16.56,16.52,10.25,16.68,2.86,2.43,0.79,,4.8,1054.22,2.05,1.61,1.46,3.67
CDE,"Coeur Mining, Inc.",21.05,USD,NYSE,-8.87,13529164958.0,USD,53.97,0.0,156.39,218.46,240.61,128.06,31.97,19.46,9.37,15.93,1.23,1.3,1.28,9.88,13.41,587.13,1.59,2.08,2.25,3.66
TRML,"Tourmaline Bio, Inc.",47.9,USD,NASDAQ,0.0,1230659694.0,USD,,0.0,-72.23,72.36,229.66,154.38,0.38,47.85,21.92,37.53,2.3,1.31,0.42,-29.62,-34.29,456.41,1.46,2.18,2.19,3.64
QS,QuantumScape Corporation,15.36,USD,NYSE,-0.65,8694099891.0,USD,,0.0,4.96,178.77,315.14,9.32,54.99,14.58,6.96,11.22,4.86,2.26,1.65,-42.03,-42.1,503.22,1.5,2.1,2.21,3.6
HOUS,Anywhere Real Estate Inc.,9.67,USD,NYSE,-0.92,1083270338.0,USD,,0.0,-19.95,109.76,222.33,137.59,36.97,9.94,4.68,7.74,1.77,1.97,0.53,-6.89,,469.69,1.47,2.12,2.07,3.59
IDIA,Idorsia Ltd.,3.89,CHF,SIX,-1.52,1217243392.77,USD,,0.0,-83.15,223.9,244.86,41.97,-9.32,4.09,1.97,3.45,1.71,1.9,0.3,,-84.17,510.73,1.51,2.08,1.98,3.59
TNGX,"Tango Therapeutics, Inc.",9.03,USD,NASDAQ,-1.53,1004679994.0,USD,,0.0,-13.92,26.29,611.02,29.37,22.36,8.0,4.21,7.34,1.68,1.48,0.6,-76.09,-58.75,666.69,1.67,1.9,2.15,3.57
USA,Americas Gold and Silver Corporation,6.29,CAD,TSX,-8.97,1230904814.18,USD,,0.0,-32.0,293.12,189.2,93.54,62.95,5.34,2.76,4.33,1.33,2.06,0.38,-118.96,-27.0,575.86,1.58,1.94,2.28,3.51
AVIO,Avio SpA,44.35,EUR,MIL,-8.84,1350835934.04,USD,193.92,0.31,234.97,244.87,133.42,82.89,4.85,51.8,25.44,42.53,0.4,0.41,4.21,1.96,,461.18,1.46,2.04,1.74,3.5
HIVE,HIVE Digital Technologies Ltd,7.92,CAD,TSXV,-3.41,1304107044.92,USD,,0.0,277.14,67.8,288.24,160.53,52.02,6.94,3.54,5.13,5.24,2.46,0.8,-6.36,-17.85,516.56,1.52,1.96,2.24,3.48
COMM,"CommScope Holding Company, Inc.",15.28,USD,NASDAQ,-1.36,3384655403.0,USD,,0.0,67.18,167.13,344.19,95.4,-6.83,15.58,8.4,15.78,2.43,2.86,0.63,,10.18,606.72,1.61,1.86,1.82,3.46
RKLB,Rocket Lab Corporation,66.27,USD,NASDAQ,-1.09,32072071502.0,USD,,0.0,579.69,493.29,229.95,30.84,39.33,56.93,33.46,50.61,2.15,2.04,4.84,-40.45,-21.18,754.07,1.75,1.7,1.98,3.46
MP,MP Materials Corp.,80.79,USD,NYSE,-3.64,14307772819.0,USD,,0.0,483.32,329.96,191.66,33.98,18.81,76.24,40.23,72.0,2.33,0.32,7.35,-9.57,-6.69,555.6,1.56,1.89,2.01,3.45
LAC,Lithium Americas Corp.,6.79,USD,NYSE,-8.12,1678281132.28,USD,,0.0,-13.96,89.66,149.63,100.29,112.19,6.95,3.31,4.61,3.44,1.28,1.07,-8.38,-3.13,339.59,1.34,2.1,2.05,3.44
CLS,Celestica Inc.,389.08,CAD,TSX,-1.12,31831118142.16,USD,60.67,0.0,4047.97,370.3,249.45,76.17,11.8,350.79,202.72,318.93,1.64,2.34,20.92,30.86,31.0,695.93,1.7,1.73,1.92,3.43
FMCC,Freddie Mac,10.24,USD,OTC,4.38,6656609851.0,USD,,0.0,453.51,712.7,97.68,41.24,-20.93,11.61,7.34,11.03,0.85,1.79,0.85,19.5,,851.62,1.85,1.58,1.4,3.43
DSV,Discovery Silver Corp,5.34,CAD,TSX,-10.85,3047283897.9,USD,,0.0,195.03,474.19,90.71,68.45,10.79,5.2,2.91,4.63,2.27,1.39,0.32,-3.65,3.73,633.36,1.63,1.79,1.83,3.42
NG,Novagold Resources Inc.,9.55,USD,AMEX,-8.17,3886152913.0,USD,,0.0,-12.55,167.51,222.64,72.69,36.43,9.22,4.75,7.63,1.3,2.0,0.58,-130.89,-10.32,462.84,1.46,1.94,2.01,3.41
IONQ,"IonQ, Inc.",62.94,USD,NYSE,-4.04,21867122253.0,USD,,0.0,465.74,433.84,152.47,40.27,-0.58,71.48,40.1,56.08,2.6,2.52,6.28,-57.06,-40.09,626.58,1.63,1.78,1.57,3.41
GRAL,"GRAIL, Inc.",78.0,USD,NASDAQ,-9.73,2811728554.0,USD,,0.0,459.14,444.69,191.37,114.34,101.34,62.01,37.34,46.19,4.13,3.06,6.01,-17.68,-20.18,750.41,1.75,1.66,2.09,3.41
HOOD,"Robinhood Markets, Inc.",129.91,USD,NASDAQ,-1.16,115447786935.0,USD,65.98,0.0,241.87,379.73,216.62,18.37,10.95,136.34,76.87,121.47,2.43,3.19,7.05,23.54,,614.72,1.61,1.77,1.69,3.39
OUST,"Ouster, Inc.",29.58,USD,NASDAQ,-6.15,1710293132.0,USD,,0.0,-69.51,290.24,328.08,3.28,1.96,30.9,17.74,30.32,2.49,1.22,3.45,-46.96,-44.01,621.59,1.62,1.74,1.67,3.36
PGEN,"Precigen, Inc.",4.0,USD,NASDAQ,14.61,1191891602.0,USD,,0.0,-19.84,347.73,194.12,116.22,3.09,3.45,2.04,3.55,1.61,1.98,0.29,-668.03,-146.62,658.06,1.66,1.69,1.96,3.35
ASTS,"AST SpaceMobile, Inc.",83.49,USD,NASDAQ,-6.72,30179108340.0,USD,,0.0,727.55,199.89,267.31,48.92,107.27,68.66,37.39,54.84,2.41,0.97,7.47,-69.7,-22.68,516.12,1.52,1.84,2.23,3.35
KTOS,"Kratos Defense & Security Solutions, Inc.",83.12,USD,NASDAQ,-6.21,14030198857.0,USD,891.85,0.0,294.31,222.92,148.34,41.49,10.81,91.3,47.16,77.63,1.12,1.37,5.7,0.88,1.21,412.76,1.41,1.94,1.76,3.35
WDC,Western Digital Corporation,126.2,USD,NASDAQ,0.22,43260795121.0,USD,24.57,0.16,338.47,142.75,248.81,85.97,23.45,118.53,63.36,99.24,1.78,2.25,6.14,25.98,21.47,477.54,1.48,1.87,1.99,3.35
LASR,"nLIGHT, Inc.",30.1,USD,NASDAQ,-5.05,1501973760.0,USD,,0.0,31.73,167.08,322.75,55.64,4.15,30.29,16.85,29.11,2.48,1.43,1.65,-20.63,-18.55,545.47,1.55,1.8,1.79,3.34
CURA,"Curaleaf Holdings, Inc.",4.02,CAD,TSX,-8.22,2186198485.81,USD,,0.0,-26.91,-3.37,243.59,187.14,15.85,4.08,2.13,3.93,1.35,2.75,0.43,-25.49,0.42,427.37,1.43,1.92,1.89,3.34
PASEU,Pasifik Eurasia Lojistik dis Ticaret AS,137.5,TRY,BIST,10.0,1970640000.0,USD,620.77,0.0,1900.0,475.31,159.43,49.13,19.46,116.99,70.8,111.34,1.44,-0.12,7.52,8.05,15.47,683.88,1.68,1.65,1.94,3.34
CRDO,Credo Technology Group Holding Ltd,143.61,USD,NASDAQ,5.19,24843896816.0,USD,211.22,0.0,1086.86,279.32,286.46,45.9,-12.4,146.57,85.49,138.75,2.6,2.8,10.84,18.75,16.5,611.68,1.61,1.71,1.68,3.33
AMRC,"Ameresco, Inc.",39.93,USD,NYSE,-6.29,2104457122.0,USD,34.3,0.0,-0.13,15.27,296.13,116.54,40.75,37.0,19.5,29.83,2.33,1.32,2.5,6.36,3.06,427.94,1.43,1.9,2.05,3.33
PLUG,"Plug Power, Inc.",3.4,USD,NASDAQ,-2.3,4022979971.0,USD,,0.0,-80.55,65.05,267.61,102.38,100.0,3.15,1.67,2.25,2.24,0.78,0.43,-84.4,-27.93,435.04,1.44,1.89,2.04,3.32
RZLV,Rezolve AI PLC,4.87,USD,NASDAQ,-3.37,1568989924.0,USD,,0.0,-50.15,-19.64,263.43,69.69,-28.59,5.92,2.97,5.01,-0.21,2.14,0.68,,,313.48,1.31,1.99,1.64,3.3
BLDP,Ballard Power Systems Inc.,5.09,CAD,TSX,-1.36,1088093923.99,USD,,0.0,-78.01,127.23,208.48,98.83,66.89,4.48,2.4,3.46,1.94,1.67,0.38,-38.29,-17.82,434.55,1.43,1.87,2.12,3.3
SSRM,SSR Mining Inc.,23.74,USD,NASDAQ,-7.98,4814002361.99,USD,30.11,0.0,21.25,303.74,117.4,94.59,13.1,23.67,13.25,20.95,0.37,1.32,1.18,5.33,4.3,515.73,1.52,1.79,1.79,3.3
GRTHO,Grainturk Holding A.S.,664.5,TRY,BIST,-1.92,1986768750.0,USD,85.47,0.02,3332.33,540.79,68.65,83.18,33.43,556.95,348.96,505.56,0.67,0.92,33.43,19.63,12.25,692.63,1.69,1.6,1.9,3.29
NTLA,"Intellia Therapeutics, Inc.",24.75,USD,NASDAQ,-0.64,2656835421.0,USD,,0.0,-0.2,19.68,261.31,104.88,91.56,20.6,11.06,15.28,2.38,2.02,1.85,-56.95,-53.5,385.88,1.39,1.86,2.24,3.25
FRES,Fresnillo PLC,2352.0,GBX,LSE,-10.5,23278255620.87,USD,49.24,1.33,72.94,251.57,128.57,59.46,5.76,2385.81,1319.42,2108.0,0.14,0.42,114.0,12.14,28.62,439.6,1.44,1.81,1.78,3.25
TLRY,"Tilray Brands, Inc.",1.56,USD,NASDAQ,1.3,1751666464.0,USD,,0.0,-72.39,-0.64,233.12,153.95,27.87,1.55,0.84,1.33,1.99,1.37,0.19,-85.59,-3.08,386.43,1.39,1.85,1.86,3.24
PSIX,"Power Solutions International, Inc.",87.06,USD,NASDAQ,-1.94,2004978353.0,USD,18.09,0.0,2221.6,255.49,255.35,1.82,-11.34,96.99,56.21,92.54,1.39,2.61,7.61,138.29,80.74,512.66,1.51,1.73,1.55,3.24
TSHA,"Taysha Gene Therapies, Inc.",4.72,USD,NASDAQ,-7.09,1287591686.0,USD,,0.0,-77.94,131.37,296.64,81.54,66.2,4.13,2.4,3.47,0.97,2.43,0.38,-51.86,-37.61,509.55,1.51,1.72,1.97,3.23
FLNC,"Fluence Energy, Inc.",18.32,USD,NASDAQ,-6.41,3344425952.0,USD,,0.0,-45.3,-18.34,403.43,122.93,144.33,13.96,8.13,10.2,2.76,1.81,1.89,-4.45,-3.15,508.03,1.51,1.72,2.25,3.23
INOD,Innodata Inc.,79.44,USD,NASDAQ,-2.52,2529816219.0,USD,63.82,0.0,2592.88,340.35,127.36,57.18,20.62,79.83,47.26,60.45,2.96,3.93,6.55,73.8,58.55,524.9,1.52,1.69,1.68,3.21
ARWR,"Arrowhead Pharmaceuticals, Inc.",36.81,USD,NASDAQ,-5.54,5089260720.0,USD,,0.0,-24.65,74.45,226.62,93.23,24.57,35.01,19.4,28.57,1.14,2.77,1.72,-34.8,-10.94,394.3,1.39,1.8,1.9,3.2
HL,Hecla Mining Company,13.93,USD,NYSE,-8.6,9332872346.0,USD,89.01,0.16,157.01,105.15,136.1,132.17,28.03,12.42,6.82,10.4,1.31,1.0,0.85,4.67,8.23,373.42,1.37,1.82,2.04,3.2
FNMA,Fannie Mae,10.64,USD,OTC,2.8,12322052956.0,USD,,0.0,434.67,682.35,71.61,21.6,-24.38,11.99,8.49,12.09,0.86,2.03,0.8,16.11,,775.57,1.78,1.41,1.25,3.19
NDM,Northern Dynasty Minerals Ltd.,2.84,CAD,TSX,-9.27,1114427304.49,USD,,0.0,108.82,479.59,88.08,138.66,149.12,2.13,1.44,1.59,-0.27,0.68,0.37,-100.42,-24.34,706.33,1.71,1.48,1.97,3.19
ABTC,American Bitcoin Corp.,4.74,USD,NASDAQ,-5.77,4306707568.0,USD,,0.0,-99.95,50.48,568.08,-28.18,-39.92,6.51,4.07,6.88,3.93,5.84,0.61,,,590.37,1.59,1.6,1.16,3.19
PRAX,"Praxis Precision Medicines, Inc.",189.99,USD,NASDAQ,16.77,4021315843.0,USD,,0.0,-51.15,154.3,537.98,242.14,350.43,63.72,51.16,52.81,2.64,2.49,15.66,-60.98,-65.87,934.42,1.93,1.25,3.71,3.18
